target_D,horizon,round,statistical_bound_component,historical_bound_component,path_inflation_component,current_bias_cumulative,cumulative_pseudo_regret,sharp_theorem_rhs,aggregate_sha256
1,1000,1,11.963809034752169,0,0,0.0019774124911510387,0.2056386556644772,11.965786447243316,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,10,179.55933050103317,0.32085446089897574,0.48263638262550101,0.025874756880378432,1.8040141937000511,180.388696101438,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,20,424.18204059889206,1.1542282204709295,3.6551843580549792,0.071033993102978227,3.6314267066411481,429.06248717052074,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,30,667.68256525087554,2.4476621942954169,10.083079573214972,0.13377632957085481,5.4178811626707795,680.34708334795698,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,40,886.83104782031546,4.0844164092734943,18.68249401914591,0.20782089878185978,6.8879767904745322,909.80577914751632,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,50,1087.6420658921725,5.9635325381872644,28.179141173608336,0.2857605690015067,8.3303352192602791,1122.0705001729691,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,60,1274.74405487169,7.9985042294066213,38.071845045000849,0.36468136729158651,9.6895421186640522,1321.1790855133895,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,70,1451.7060551120821,10.142193518038312,48.118466722648463,0.44377201895852569,11.036980075143092,1510.4104873717274,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,80,1620.7566783281807,12.366976641177308,58.289423842402684,0.52282854461183581,12.312009489755546,1691.9359073563726,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,90,1782.6816589578295,14.649888583853922,68.448773886253406,0.60172700234455434,13.601761956178759,1866.382048430281,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,100,1938.5865340428384,16.979184049141391,78.543071329991321,0.68052765399057558,14.88631391461022,2034.7893170759608,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,110,2089.4736152897153,19.349532801384559,88.674350779811036,0.75939402668266498,16.148688520585246,2198.2568928975925,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,120,2235.2281594251704,21.748360171590868,98.839074097610251,0.83826788919068962,17.345702311403162,2356.6538615835616,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,130,2377.035519043241,24.177471483202069,108.99244601908194,0.91712834470593874,18.532995933158436,2511.1225648902318,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,140,2514.506563933805,26.625692009636733,119.10574241927803,0.99593237400267642,19.567847918389869,2661.233930736722,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,150,2649.0316746668686,29.101155719484996,129.19802697198847,1.0747239502236383,20.761186279876949,2808.4055813085656,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,160,2780.4968961172435,31.596854821196622,139.28544738254433,1.153482307674575,21.881098698727637,2952.5326806286585,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
1,1000,170,2908.7153649580023,34.106458303664233,149.38099874804035,1.2322375640940997,22.935286382078949,3093.4350595738015,0ddebd4915dd2e264e24b7b25047d24f86c3cdf63930a1e6df77585e0b97de02
